6,0,0,0,0,0,0
14,0,0,0,0,0,0
21,0,0,0,0,0,0
30,0,0,0,0,0,0
38,0,0,0,0,0,0
46,0,0,0,0,0,0
53,0,0,0,1,0,0
61,0,0,0,2,0,0
69,0,0,0,0,0,0
79,0,0,0,1,1,0
87,0,0,0,1,1,0
95,0,0,0,0,0,0
103,0,0,0,0,0,0
111,0,0,0,2,2,0
119,0,0,0,0,1,0
127,0,0,0,2,0,0
135,0,0,0,0,1,0
143,0,0,0,1,1,0
152,0,0,0,0,0,0
160,0,0,0,0,0,0
168,0,0,0,0,0,0
176,0,0,0,0,0,0
184,0,0,0,0,0,0
191,0,0,0,1,0,0
209,0,0,0,1,0,0
220,0,0,0,0,0,0
229,0,0,0,2,0,0
237,0,0,0,1,0,0
245,0,0,0,1,0,0
256,0,0,0,1,0,0
265,0,0,0,4,0,0
272,0,0,0,0,0,0
278,0,0,0,0,0,0
286,0,0,0,1,0,0
297,0,0,0,1,0,0
306,0,0,0,1,1,0
315,0,0,0,0,0,0
322,0,0,0,1,1,0
326,0,0,0,0,1,0
337,0,0,0,1,0,0
343,0,0,0,1,2,0
349,0,0,0,1,0,0
357,0,0,0,0,0,0
363,0,0,0,1,1,0
370,0,0,0,1,1,0
379,0,0,0,1,1,0
387,0,0,0,1,1,0
397,0,0,0,0,0,0
405,0,0,0,0,0,0
413,0,0,0,0,0,0
426,0,0,0,0,0,0
434,0,0,0,0,0,0
442,0,0,0,0,0,0
449,0,0,0,0,0,0
461,0,0,0,2,0,0
469,0,0,0,2,0,0
480,0,0,0,0,0,0
490,0,0,0,0,0,0
498,0,0,0,1,1,0
506,0,0,0,1,2,0
515,0,0,0,2,2,0
529,0,0,0,2,0,0
537,0,0,0,0,0,0
546,0,0,0,0,0,0
555,0,0,0,0,0,0
571,0,0,0,0,2,0
578,0,0,0,1,1,0
589,0,0,0,0,0,0
607,0,0,0,1,2,0
617,0,0,0,0,0,0
625,0,0,0,0,0,0
634,0,0,0,0,0,0
640,0,0,0,0,0,0
648,0,0,0,0,0,0
656,0,0,0,0,0,0
660,0,0,0,0,0,0
667,0,0,0,0,0,0
675,0,0,0,0,0,0
683,0,0,0,0,0,0
691,0,0,0,0,0,0
698,0,0,0,0,0,0
706,0,0,0,2,1,0
715,0,0,0,0,0,0
