0.125,0.25,0.0,0.0,0.15,0.1,0.15,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.25
0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.25
0.125,0.25,0.05,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.1
0.125,0.25,0.125,0.25,0.15,0.1,0.15,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.25
0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.1
0.125,0.25,0.125,0.25,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.1
0.05,0.1,0.05,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.05,0.1,0.1,0.1,0.0,0.0,0.25
0.125,0.25,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.25
0.25,0.25,0.0,0.0,0.15,0.1,0.15,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.1
0.125,0.25,0.0,0.0,0.375,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.05,0.1,0.125,0.25,0.15,0.1,0.15,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.25,0.25,0.1,0.1,0.0,0.0,0.15,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25
0.125,0.25,0.125,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.125,0.25,0.15,0.1,0.15,0.1,0.1
0.125,0.25,0.125,0.25,0.375,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.15,0.1,0.1
0.125,0.25,0.125,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0
