41,0,0,0,1,1,0
49,3,6,0,1,1,7
56,0,0,0,4,0,0
63,0,0,0,2,0,0
70,0,0,0,3,0,0
86,0,0,0,2,0,0
95,0,0,0,1,0,0
109,0,0,0,1,1,0
116,0,0,0,2,2,0
123,0,0,0,4,2,0
130,0,0,0,2,1,0
137,3,6,0,2,2,7
141,0,0,0,2,2,0
151,0,0,0,0,0,0
159,0,0,0,1,1,0
168,0,0,0,1,0,0
176,0,0,0,2,0,0
183,0,0,0,1,1,0
191,0,0,0,1,1,0
197,0,0,0,1,1,0
204,0,0,0,2,1,0
211,0,0,0,0,0,0
219,0,0,0,0,1,0
225,0,0,0,1,1,0
233,0,0,0,2,4,0
242,0,0,0,2,0,0
252,0,0,0,3,0,0
259,0,0,0,2,2,0
266,0,0,0,2,0,0
283,0,0,0,2,2,0
290,0,0,0,0,0,0
303,0,0,0,1,1,0
309,0,0,0,1,1,0
316,0,0,0,1,0,0
323,0,0,0,2,2,0
333,0,0,0,1,1,0
340,0,0,0,1,0,0
348,0,0,0,2,0,0
355,0,0,0,1,1,0
361,0,0,0,2,1,0
368,0,0,0,2,1,0
375,0,0,0,1,1,0
382,0,0,0,1,0,0
389,0,0,0,2,2,0
395,0,0,0,3,4,0
404,0,0,0,0,0,0
411,0,0,0,0,0,0
419,0,0,0,1,1,0
428,0,0,0,0,0,0
435,0,0,0,1,1,0
443,0,0,0,1,0,0
454,0,0,0,1,1,0
461,0,0,0,3,3,0
470,0,0,0,1,0,0
480,0,0,0,0,0,0
487,0,0,0,3,1,0
495,0,0,0,2,2,0
499,0,0,0,1,0,0
516,0,0,0,0,0,0
527,0,0,0,1,1,0
534,0,0,0,2,1,0
539,0,0,0,1,2,0
552,0,0,0,3,0,0
560,0,0,0,0,0,0
566,0,0,0,1,0,0
574,0,0,0,0,0,0
581,0,0,0,1,1,0
589,0,0,0,1,3,0
596,0,0,0,0,0,0
603,0,0,0,2,0,0
608,0,0,0,3,2,0
617,0,0,0,1,1,0
627,0,0,0,1,2,0
636,0,0,0,1,0,0
645,0,3,0,2,2,3
651,0,0,0,2,1,0
657,0,0,0,1,1,0
663,0,0,0,2,2,0
676,0,0,0,0,0,0
682,0,0,0,2,0,0
688,0,0,0,2,0,0
696,1,6,0,2,0,6
704,0,0,0,1,0,0
719,0,0,0,1,1,0
729,0,0,0,1,1,0
742,0,0,0,2,0,0
752,0,0,0,3,0,0
762,0,0,0,1,0,0
770,0,0,0,0,0,0
779,0,0,0,2,1,0
787,0,0,0,1,0,0
798,0,0,0,1,0,0
807,0,0,0,1,1,0
818,0,0,0,0,0,0
824,0,0,0,3,2,0
831,0,0,0,5,4,0
837,0,0,0,1,1,0
844,0,0,0,0,0,0
852,0,0,0,1,0,0
860,0,0,0,0,0,0
872,0,0,0,0,0,0
879,0,0,0,2,2,0
886,0,0,0,0,0,0
893,0,0,0,2,2,0
897,0,0,0,1,2,0
904,0,0,0,1,0,0
915,0,0,0,2,0,0
927,0,0,0,1,1,0
939,0,0,0,1,2,0
952,0,0,0,1,0,0
960,0,0,0,1,0,0
964,0,0,0,2,0,0
972,0,0,0,0,0,0
980,0,0,0,2,1,0
988,0,0,0,2,1,0
997,0,0,0,1,1,0
1007,0,0,0,1,1,0
1015,0,0,0,1,0,0
1025,0,6,0,3,4,4
1031,0,0,0,2,0,0
1052,0,0,0,0,0,0
1059,0,0,0,1,1,0
1066,0,0,0,0,0,0
1073,0,0,0,1,1,0
1080,0,0,0,2,1,0
1088,0,1,0,4,1,0
1096,0,0,0,2,0,0
1105,0,0,0,1,1,0
1112,0,0,0,0,0,0
1119,0,0,0,2,1,0
1135,0,0,0,2,1,0
1143,0,0,0,0,0,0
1153,0,0,0,1,2,0
1160,0,0,0,0,0,0
1167,0,0,0,1,0,0
1181,0,0,0,1,1,0
1188,0,0,0,1,0,0
1198,0,0,0,2,0,0
1207,0,0,0,0,1,0
1214,0,0,0,0,0,0
1222,0,0,0,0,0,0
1229,0,0,0,2,2,0
1242,0,0,0,1,0,0
1263,0,0,0,0,0,0
1270,0,0,0,1,0,0
1277,0,0,0,2,2,0
1284,0,0,0,2,2,0
1295,0,0,0,3,0,0
1304,0,0,0,0,0,0
1311,0,0,0,2,0,0
1321,0,0,0,2,2,0
1327,0,0,0,2,3,0
1337,0,0,0,1,1,0
1345,0,0,0,1,1,0
1352,0,0,0,1,0,0
1357,0,0,0,1,1,0
1363,0,0,0,1,1,0
1375,0,0,0,3,4,0
1385,0,0,0,0,1,0
1391,0,0,0,1,1,0
1401,0,0,0,2,3,0
1410,0,0,0,0,1,0
1417,0,0,0,1,1,0
1425,0,0,0,2,1,0
1432,0,0,0,3,2,0
1446,0,0,0,2,0,0
1453,0,0,0,1,1,0
