sim,front,mid,back,lat_left,lat_right,coronal,condition,GGP,GGM,GGA,STY,MH,HG,TRANS,VERT,SL,IL,JAW.OPEN,JAW.CLOSE
57369,0,0,0,2,2,0,5mm,0.25,0.25,0.25,0,0.25,0,0,0.25,0.1,0,0,0.0015
57401,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0,0.25,0,0.1,0.25,0.25,0.25,0,0.0015
58079,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0.1,0.25,0,0,0,0,0.25,0,0.0015
13623,0,0,0,1,1,0,5mm,0,0.25,0,0,0.25,0,0,0.1,0.25,0,0,0.0015
26260,0,0,0,1,1,0,5mm,0.1,0.1,0,0,0,0,0,0.1,0.25,0.1,0,0.0015
26747,0,0,0,2,2,0,5mm,0.1,0.1,0,0,0.25,0,0,0.1,0.25,0.25,0,0.0015
26755,0,0,0,1,1,0,5mm,0.1,0.1,0,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
27510,0,0,0,1,1,0,5mm,0.1,0.1,0,0.1,0.25,0,0.1,0.25,0.25,0,0,0.0015
33056,0,0,0,2,1,0,5mm,0.1,0.25,0,0,0.1,0,0,0,0.25,0.25,0,0.0015
33064,0,0,0,1,1,0,5mm,0.1,0.25,0,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
33072,0,0,0,2,2,0,5mm,0.1,0.25,0,0,0.1,0,0,0.25,0.25,0,0,0.0015
33299,0,0,0,2,2,0,5mm,0.1,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0.0015
33307,0,0,0,2,2,0,5mm,0.1,0.25,0,0,0.25,0,0,0.1,0.25,0.1,0,0.0015
33315,0,0,0,2,2,0,5mm,0.1,0.25,0,0,0.25,0,0,0.25,0.25,0,0,0.0015
34043,0,0,0,1,1,0,5mm,0.1,0.25,0,0.1,0.25,0,0,0.25,0.1,0.25,0,0.0015
39373,0,0,0,2,2,0,5mm,0.25,0,0,0,0,0,0,0,0.25,0.1,0,0.0015
39611,0,0,0,1,1,0,5mm,0.25,0,0,0,0.1,0,0,0,0,0.25,0,0.0015
39620,0,0,0,1,2,0,5mm,0.25,0,0,0,0.1,0,0,0.1,0,0.25,0,0.0015
39661,0,0,0,1,1,0,5mm,0.25,0,0,0,0.1,0,0.1,0.25,0.25,0.1,0,0.0015
39860,0,0,0,2,2,0,5mm,0.25,0,0,0,0.25,0,0,0,0.25,0.25,0,0.0015
39868,0,0,0,2,2,0,5mm,0.25,0,0,0,0.25,0,0,0.1,0.25,0.1,0,0.0015
39876,0,6,0,3,4,4,5mm,0.25,0,0,0,0.25,0,0,0.25,0.25,0,0,0.0015
39905,0,0,0,1,1,0,5mm,0.25,0,0,0,0.25,0,0.1,0.25,0.25,0.25,0,0.0015
40623,0,1,0,1,2,0,5mm,0.25,0,0,0.1,0.25,0,0.1,0.1,0.25,0,0,0.0015
41822,0,0,0,1,1,0,5mm,0.25,0,0.1,0,0.1,0,0,0.25,0.25,0.25,0,0.0015
42059,0,0,0,1,2,0,5mm,0.25,0,0.1,0,0.25,0,0,0.25,0,0.25,0,0.0015
42775,0,0,0,1,1,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0,0.25,0.1,0,0.0015
42783,0,0,0,2,3,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0.1,0.25,0,0,0.0015
43986,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.1,0,0,0,0.1,0,0,0.0015
44252,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
45933,0,0,0,1,1,0,5mm,0.25,0.1,0,0,0,0,0,0,0.25,0,0,0.0015
45940,0,0,0,1,1,0,5mm,0.25,0.1,0,0,0,0,0,0.1,0.1,0.1,0,0.0015
46196,0,0,0,3,4,0,5mm,0.25,0.1,0,0,0.1,0,0,0.25,0.25,0.25,0,0.0015
46204,0,0,0,1,1,0,5mm,0.25,0.1,0,0,0.1,0,0.1,0,0.25,0.1,0,0.0015
46212,3,5,0,1,1,7,5mm,0.25,0.1,0,0,0.1,0,0.1,0.1,0.25,0,0,0.0015
46421,0,0,0,2,2,0,5mm,0.25,0.1,0,0,0.25,0,0,0,0.25,0.25,0,0.0015
46429,0,0,0,4,4,0,5mm,0.25,0.1,0,0,0.25,0,0,0.1,0.25,0.1,0,0.0015
46437,0,1,0,4,4,0,5mm,0.25,0.1,0,0,0.25,0,0,0.25,0.25,0,0,0.0015
46681,0,0,0,2,2,0,5mm,0.25,0.1,0,0.1,0,0,0,0.25,0.25,0.1,0,0.0015
46913,0,0,0,2,1,0,5mm,0.25,0.1,0,0.1,0.1,0,0,0.1,0.1,0.25,0,0.0015
46921,0,0,0,1,1,0,5mm,0.25,0.1,0,0.1,0.1,0,0,0.25,0.1,0.1,0,0.0015
47166,0,0,0,1,1,0,5mm,0.25,0.1,0,0.1,0.25,0,0,0.25,0.25,0,0,0.0015
48139,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0,0,0,0,0.25,0.25,0.1,0,0.0015
48364,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0,0.25,0.1,0,0.0015
48372,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0.1,0.25,0,0,0.0015
48380,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0.25,0.1,0.25,0,0.0015
48611,0,0,0,1,3,0,5mm,0.25,0.1,0.1,0,0.25,0,0,0.1,0,0.25,0,0.0015
49346,0,0,0,2,3,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.1,0.25,0.25,0,0.0015
49354,0,0,0,2,3,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.25,0.25,0.1,0,0.0015
49362,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0.1,0,0.25,0,0,0.0015
50548,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0,0.1,0.1,0,0.0015
50563,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.25,0,0.1,0,0.0015
50570,0,0,0,2,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.25,0.25,0.25,0,0.0015
52500,0,0,0,1,2,0,5mm,0.25,0.25,0,0,0,0,0,0.1,0.1,0,0,0.0015
52509,0,0,0,2,2,0,5mm,0.25,0.25,0,0,0,0,0,0.25,0.1,0,0,0.0015
52594,0,0,0,1,1,0,5mm,0.25,0.25,0,0,0,0.1,0,0.25,0.25,0.1,0,0.0015
52766,0,0,0,1,1,0,5mm,0.25,0.25,0,0,0.1,0,0.1,0,0.25,0.25,0,0.0015
52985,0,0,0,2,2,0,5mm,0.25,0.25,0,0,0.25,0,0,0.1,0,0.25,0,0.0015
52994,0,0,0,1,3,0,5mm,0.25,0.25,0,0,0.25,0,0,0.25,0,0.25,0,0.0015
53080,0,0,0,1,1,0,5mm,0.25,0.25,0,0,0.25,0.1,0,0.25,0.25,0.1,0,0.0015
53466,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0,0.25,0,0,0.0015
53474,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.1,0.1,0.25,0,0.0015
53512,0,0,0,2,2,0,5mm,0.25,0.25,0,0.1,0.1,0,0.1,0.25,0.25,0.1,0,0.0015
53710,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0,0.25,0.1,0,0.0015
53718,0,0,0,2,2,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.1,0.25,0,0,0.0015
53726,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.25,0.1,0.25,0,0.0015
53754,0,0,0,2,2,0,5mm,0.25,0.25,0,0.1,0.25,0,0.1,0.25,0.25,0,0,0.0015
54691,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0,0,0,0,0.1,0.25,0.1,0,0.0015
54699,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0,0,0,0.25,0.25,0,0,0.0015
54926,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0,0.25,0.25,0,0.0015
54934,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
54942,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.25,0.25,0,0,0.0015
55178,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.25,0,0,0.1,0.25,0.25,0,0.0015
55186,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
55892,0,0,0,1,3,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0,0,0.25,0,0.0015
55904,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0.1,0.1,0.25,0,0.0015
55910,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0.25,0,0.25,0,0.0015
56880,0,0,0,2,2,0,5mm,0.25,0.25,0.25,0,0,0,0,0.25,0,0,0,0.0015
57118,0,0,0,1,2,0,5mm,0.25,0.25,0.25,0,0.1,0,0,0.1,0.1,0.1,0,0.0015
58078,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0.1,0.25,0,0,0,0,0.1,0,0.0015
20949,0,0,0,1,1,0,5mm,0.1,0,0,0.1,0.25,0,0.1,0.25,0.25,0,0,0.0015
26259,0,0,0,1,1,0,5mm,0.1,0.1,0,0,0,0,0,0.1,0.25,0,0,0.0015
26746,0,0,0,2,2,0,5mm,0.1,0.1,0,0,0.25,0,0,0.1,0.25,0.1,0,0.0015
26754,0,1,0,2,1,0,5mm,0.1,0.1,0,0,0.25,0,0,0.25,0.25,0,0,0.0015
29670,0,0,0,2,2,0,5mm,0.1,0.1,0.1,0.1,0.25,0,0,0.25,0.25,0,0,0.0015
33055,0,0,0,2,2,0,5mm,0.1,0.25,0,0,0.1,0,0,0,0.25,0.1,0,0.0015
33297,0,0,0,1,1,0,5mm,0.1,0.25,0,0,0.25,0,0,0,0.25,0,0,0.0015
33313,0,0,0,1,1,0,5mm,0.1,0.25,0,0,0.25,0,0,0.25,0.1,0.1,0,0.0015
34041,0,0,0,2,2,0,5mm,0.1,0.25,0,0.1,0.25,0,0,0.25,0.1,0,0,0.0015
36224,0,0,0,2,1,0,5mm,0.1,0.25,0.1,0.1,0.25,0,0,0.1,0.25,0.25,0,0.0015
36232,0,0,0,2,2,0,5mm,0.1,0.25,0.1,0.1,0.25,0,0,0.25,0.25,0.1,0,0.0015
37686,0,0,0,1,1,0,5mm,0.1,0.25,0.25,0,0.25,0,0,0.25,0.1,0,0,0.0015
39383,0,0,0,1,1,0,5mm,0.25,0,0,0,0,0,0,0.1,0.25,0.25,0,0.0015
39613,0,0,0,2,1,0,5mm,0.25,0,0,0,0.1,0,0,0,0.1,0.1,0,0.0015
39629,0,0,0,1,2,0,5mm,0.25,0,0,0,0.1,0,0,0.25,0,0.25,0,0.0015
39859,0,0,0,2,2,0,5mm,0.25,0,0,0,0.25,0,0,0,0.25,0.1,0,0.0015
39867,0,0,0,2,3,0,5mm,0.25,0,0,0,0.25,0,0,0.1,0.25,0,0,0.0015
42542,0,0,0,1,1,0,5mm,0.25,0,0.1,0.1,0.1,0,0,0.1,0.25,0.25,0,0.0015
42550,0,0,0,2,1,0,5mm,0.25,0,0.1,0.1,0.1,0,0,0.25,0.25,0.1,0,0.0015
42771,0,0,0,1,1,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0,0.1,0,0,0.0015
42791,0,0,0,1,1,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0.25,0.1,0.25,0,0.0015
43998,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.1,0,0,0.1,0.25,0,0,0.0015
44006,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.1,0,0,0.25,0.1,0.25,0,0.0015
44233,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.25,0,0,0,0.25,0.1,0,0.0015
44241,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.25,0,0,0.1,0.25,0,0,0.0015
45949,0,0,0,1,1,0,5mm,0.25,0.1,0,0,0,0,0,0.25,0.1,0.1,0,0.0015
46172,0,0,0,1,1,0,5mm,0.25,0.1,0,0,0.1,0,0,0,0,0.25,0,0.0015
46190,0,0,0,1,1,0,5mm,0.25,0.1,0,0,0.1,0,0,0.25,0,0.25,0,0.0015
46419,0,0,0,3,4,0,5mm,0.25,0.1,0,0,0.25,0,0,0,0.25,0,0,0.0015
46922,0,0,0,1,1,0,5mm,0.25,0.1,0,0.1,0.1,0,0,0.25,0.1,0.25,0,0.0015
47165,0,0,0,2,3,0,5mm,0.25,0.1,0,0.1,0.25,0,0,0.25,0.1,0.25,0,0.0015
48137,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0,0,0,0,0.25,0.1,0.25,0,0.0015
48370,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0.1,0.1,0.1,0,0.0015
49092,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0.1,0.1,0,0,0,0.25,0,0,0.0015
49336,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0,0.25,0.1,0,0.0015
49344,0,0,0,2,3,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.1,0.25,0,0,0.0015
50561,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.1,0.25,0.25,0,0.0015
50569,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.25,0.25,0.1,0,0.0015
50793,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.25,0,0,0,0.25,0,0,0.0015
50809,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.25,0,0,0.25,0.1,0.1,0,0.0015
52496,0,0,0,2,2,0,5mm,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0,0.0015
52512,0,0,0,2,1,0,5mm,0.25,0.25,0,0,0,0,0,0.25,0.25,0,0,0.0015
52745,0,0,0,1,2,0,5mm,0.25,0.25,0,0,0.1,0,0,0.1,0.1,0.25,0,0.0015
52981,0,0,0,5,4,0,5mm,0.25,0.25,0,0,0.25,0,0,0,0.25,0.1,0,0.0015
52989,0,0,0,4,4,0,5mm,0.25,0.25,0,0,0.25,0,0,0.1,0.25,0,0,0.0015
53021,0,0,0,1,1,0,5mm,0.25,0.25,0,0,0.25,0,0.1,0.25,0,0.25,0,0.0015
53081,0,0,0,1,1,0,5mm,0.25,0.25,0,0,0.25,0.1,0,0.25,0.25,0.25,0,0.0015
53234,0,0,0,2,2,0,5mm,0.25,0.25,0,0.1,0,0,0,0.1,0.25,0.25,0,0.0015
53242,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0,0,0,0.25,0.25,0.1,0,0.0015
53464,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0,0.1,0.1,0,0.0015
53479,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.25,0,0.1,0,0.0015
53706,0,0,0,3,4,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0,0.1,0,0,0.0015
53715,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.1,0.1,0,0,0.0015
53721,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.25,0,0,0,0.0015
53742,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.25,0,0.1,0.1,0.1,0,0,0.0015
54690,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0,0,0,0.1,0.25,0,0,0.0015
54698,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0,0,0,0,0.25,0.1,0.25,0,0.0015
54944,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.25,0.25,0.25,0,0.0015
55891,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0,0,0.1,0,0.0015
55900,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0.1,0,0.1,0,0.0015
55934,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0.1,0.1,0.25,0.25,0,0.0015
56400,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0.25,0.1,0,0,0.25,0.25,0,0,0.0015
56631,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0.25,0.25,0,0,0.1,0.1,0,0,0.0015
56884,0,0,0,2,2,0,5mm,0.25,0.25,0.25,0,0,0,0,0.25,0.1,0.1,0,0.0015
57112,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0,0.1,0,0,0,0.25,0.1,0,0.0015
57120,0,0,0,2,2,0,5mm,0.25,0.25,0.25,0,0.1,0,0,0.1,0.25,0,0,0.0015
57356,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0,0.25,0,0,0,0.25,0.25,0,0.0015
57364,0,0,0,1,2,0,5mm,0.25,0.25,0.25,0,0.25,0,0,0.1,0.25,0.1,0,0.0015
57372,0,0,0,1,2,0,5mm,0.25,0.25,0.25,0,0.25,0,0,0.25,0.25,0,0,0.0015
58077,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0.1,0.25,0,0,0,0,0,0,0.0015
13634,0,0,0,1,1,0,5mm,0,0.25,0,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
20184,0,0,0,1,1,0,5mm,0.1,0,0,0,0.25,0,0,0.1,0.25,0,0,0.0015
26513,0,0,0,2,2,0,5mm,0.1,0.1,0,0,0.1,0,0,0.25,0.25,0.25,0,0.0015
33054,0,0,0,2,2,0,5mm,0.1,0.25,0,0,0.1,0,0,0,0.25,0,0,0.0015
33308,0,0,0,2,2,0,5mm,0.1,0.25,0,0,0.25,0,0,0.1,0.25,0.25,0,0.0015
33316,0,0,0,2,2,0,5mm,0.1,0.25,0,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
36223,0,0,0,2,2,0,5mm,0.1,0.25,0.1,0.1,0.25,0,0,0.1,0.25,0.1,0,0.0015
36231,0,0,0,2,2,0,5mm,0.1,0.25,0.1,0.1,0.25,0,0,0.25,0.25,0,0,0.0015
39610,0,0,0,1,1,0,5mm,0.25,0,0,0,0.1,0,0,0,0,0.1,0,0.0015
39626,0,0,0,2,2,0,5mm,0.25,0,0,0,0.1,0,0,0.1,0.25,0.25,0,0.0015
39634,0,0,0,3,2,0,5mm,0.25,0,0,0,0.1,0,0,0.25,0.25,0.1,0,0.0015
39857,0,0,0,2,4,0,5mm,0.25,0,0,0,0.25,0,0,0,0.1,0.25,0,0.0015
39863,0,0,0,2,4,0,5mm,0.25,0,0,0,0.25,0,0,0.1,0,0.25,0,0.0015
39896,0,0,0,2,2,0,5mm,0.25,0,0,0,0.25,0,0.1,0.1,0.25,0.25,0,0.0015
39904,0,0,0,2,1,0,5mm,0.25,0,0,0,0.25,0,0.1,0.25,0.25,0.1,0,0.0015
40360,0,0,0,1,1,0,5mm,0.25,0,0,0.1,0.1,0,0,0.25,0.1,0.1,0,0.0015
41809,0,0,0,1,1,0,5mm,0.25,0,0.1,0,0.1,0,0,0.1,0.1,0.1,0,0.0015
41817,0,0,0,1,1,0,5mm,0.25,0,0.1,0,0.1,0,0,0.25,0.1,0,0,0.0015
42045,0,0,0,4,2,0,5mm,0.25,0,0.1,0,0.25,0,0,0,0.25,0,0,0.0015
42782,0,0,0,1,1,0,5mm,0.25,0,0.1,0.1,0.25,0,0,0.1,0.1,0.25,0,0.0015
43762,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0,0,0,0.25,0.1,0.1,0,0.0015
44007,0,0,0,1,1,0,5mm,0.25,0,0.25,0,0.1,0,0,0.25,0.25,0,0,0.0015
45935,0,0,0,2,1,0,5mm,0.25,0.1,0,0,0,0,0,0,0.25,0.25,0,0.0015
45943,0,0,0,2,2,0,5mm,0.25,0.1,0,0,0,0,0,0.1,0.25,0.1,0,0.0015
46181,0,0,0,1,2,0,5mm,0.25,0.1,0,0,0.1,0,0,0.1,0,0.25,0,0.0015
46205,0,0,0,2,1,0,5mm,0.25,0.1,0,0,0.1,0,0.1,0,0.25,0.25,0,0.0015
46213,0,0,0,1,1,0,5mm,0.25,0.1,0,0,0.1,0,0.1,0.1,0.25,0.1,0,0.0015
46418,0,0,0,2,1,0,5mm,0.25,0.1,0,0,0.25,0,0,0,0.1,0.25,0,0.0015
46433,0,0,0,2,3,0,5mm,0.25,0.1,0,0,0.25,0,0,0.25,0,0.25,0,0.0015
46682,0,0,0,1,1,0,5mm,0.25,0.1,0,0.1,0,0,0,0.25,0.25,0.25,0,0.0015
46903,0,0,0,1,2,0,5mm,0.25,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.0015
47154,0,0,0,2,3,0,5mm,0.25,0.1,0,0.1,0.25,0,0,0.1,0.1,0,0,0.0015
47160,0,0,0,1,2,0,5mm,0.25,0.1,0,0.1,0.25,0,0,0.25,0,0,0,0.0015
48127,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0,0.0015
48135,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0,0,0,0,0.25,0.1,0,0,0.0015
48365,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0,0.25,0.25,0,0.0015
48373,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
48381,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0,0.1,0,0,0.25,0.25,0,0,0.0015
49103,0,0,0,2,2,0,5mm,0.25,0.1,0.1,0.1,0.1,0,0,0.1,0.25,0.25,0,0.0015
49329,0,0,0,1,1,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0,0,0,0,0.0015
49337,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0,0.25,0.25,0,0.0015
49345,0,0,0,2,3,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.1,0.25,0.1,0,0.0015
49353,0,0,0,2,3,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0,0.25,0.25,0,0,0.0015
49382,0,0,0,2,1,0,5mm,0.25,0.1,0.1,0.1,0.25,0,0.1,0.25,0.25,0.25,0,0.0015
50557,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.1,0.1,0.1,0,0.0015
50565,0,0,0,1,2,0,5mm,0.25,0.1,0.25,0,0.1,0,0,0.25,0.1,0,0,0.0015
50813,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
51517,0,0,0,1,1,0,5mm,0.25,0.1,0.25,0.1,0.25,0,0,0,0,0.1,0,0.0015
52491,0,0,0,1,1,0,5mm,0.25,0.25,0,0,0,0,0,0,0.1,0,0,0.0015
52739,0,0,0,4,3,0,5mm,0.25,0.25,0,0,0.1,0,0,0,0.25,0.25,0,0.0015
52747,0,0,0,4,3,0,5mm,0.25,0.25,0,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
52755,0,0,0,3,3,0,5mm,0.25,0.25,0,0,0.1,0,0,0.25,0.25,0,0,0.0015
53012,0,0,0,2,1,0,5mm,0.25,0.25,0,0,0.25,0,0.1,0.1,0,0.25,0,0.0015
53243,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0,0,0,0.25,0.25,0.25,0,0.0015
53465,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0,0.1,0.25,0,0.0015
53473,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.1,0.1,0.1,0,0.0015
53486,0,0,0,2,3,0,5mm,0.25,0.25,0,0.1,0.1,0,0,0.25,0.25,0.25,0,0.0015
53502,0,0,0,1,1,0,5mm,0.25,0.25,0,0.1,0.1,0,0.1,0.1,0.25,0,0,0.0015
53705,0,0,0,1,3,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0,0,0.25,0,0.0015
53713,0,0,0,2,4,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.1,0,0.1,0,0.0015
53723,0,0,0,1,3,0,5mm,0.25,0.25,0,0.1,0.25,0,0,0.25,0,0.25,0,0.0015
54700,0,0,0,2,1,0,5mm,0.25,0.25,0.1,0,0,0,0,0.25,0.25,0.1,0,0.0015
54931,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.1,0.1,0.1,0,0.0015
54940,0,0,0,1,2,0,5mm,0.25,0.25,0.1,0,0.1,0,0,0.25,0.1,0.1,0,0.0015
55187,0,0,0,2,2,0,5mm,0.25,0.25,0.1,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
55203,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0,0.25,0,0.1,0.1,0.25,0,0,0.0015
55212,0,0,0,2,1,0,5mm,0.25,0.25,0.1,0,0.25,0,0.1,0.25,0.25,0,0,0.0015
55908,0,0,0,1,1,0,5mm,0.25,0.25,0.1,0.1,0.25,0,0,0.25,0,0,0,0.0015
56885,0,0,0,1,2,0,5mm,0.25,0.25,0.25,0,0,0,0,0.25,0.1,0.25,0,0.0015
57126,0,0,0,2,2,0,5mm,0.25,0.25,0.25,0,0.1,0,0,0.25,0.1,0,0,0.0015
58814,0,0,0,1,1,0,5mm,0.25,0.25,0.25,0.25,0.25,0,0,0,0.25,0.25,0,0.0015
13390,0,0,0,1,1,0,5mm,0,0.25,0,0,0.1,0,0,0.25,0.25,0.1,0,0.0015
19951,0,0,0,1,1,0,5mm,0.1,0,0,0,0.1,0,0,0.25,0.25,0.1,0,0.0015
26756,0,0,0,2,2,0,5mm,0.1,0.1,0,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
32811,0,0,0,1,1,0,5mm,0.1,0.25,0,0,0,0,0,0,0.25,0,0,0.0015
34032,0,0,0,2,2,0,5mm,0.1,0.25,0,0.1,0.25,0,0,0.1,0.1,0,0,0.0015
36214,0,0,0,1,1,0,5mm,0.1,0.25,0.1,0.1,0.25,0,0,0,0.25,0.1,0,0.0015
36222,0,0,0,2,2,0,5mm,0.1,0.25,0.1,0.1,0.25,0,0,0.1,0.25,0,0,0.0015
39617,0,0,0,1,1,0,5mm,0.25,0,0,0,0.1,0,0,0,0.25,0.25,0,0.0015
39625,0,0,0,2,2,0,5mm,0.25,0,0,0,0.1,0,0,0.1,0.25,0.1,0,0.0015
39633,0,1,0,3,3,0,5mm,0.25,0,0,0,0.1,0,0,0.25,0.25,0,0,0.0015
39856,0,0,0,2,2,0,5mm,0.25,0,0,0,0.25,0,0,0,0.1,0.1,0,0.0015
39871,0,0,0,1,1,0,5mm,0.25,0,0,0,0.25,0,0,0.25,0,0.1,0,0.0015
39878,0,0,0,3,3,0,5mm,0.25,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0.0015
39886,0,0,0,2,2,0,5mm,0.25,0,0,0,0.25,0,0.1,0,0.25,0.1,0,0.0015
39895,0,0,0,2,1,0,5mm,0.25,0,0,0,0.25,0,0.1,0.1,0.25,0.1,0,0.0015
39903,4,4,0,1,1,5,5mm,0.25,0,0,0,0.25,0,0.1,0.25,0.25,0,0,0.0015
41803,0,0,0,2,2,0,5mm,0.25,0,0.1,0,0.1,0,0,0,0.25,0.1,0,0.0015
41811,0,0,0,1,1,0,5mm,0.25,0,0.1,0,0.1,0,0,0.1,0.25,0,0,0.0015
42056,0,0,0,2,1,0,5mm,0.25,0,0.1,0,0.25,0,0,0.1,0.25,0.25,0,0.0015
42064,0,0,0,2,1,0,5mm,0.25,0,0.1,0,0.25,0,0,0.25,0.25,0.1,0,0.0015
