,L_ANT,R_ANT,L_AG,R_AG,SL_ACT,HG_L,HG_R,GGP_L,GGP_R,IL_L,IL_R,SL,MH_L,MH_R,GGA_L,GGA_R,GGM_L,GGM_R,TRANS_L,TRANS_R,STY_L,STY_R,VERT_L,VERT_R,BI_CLOSE
1403,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.15,0.1,0.1,0.1,0.0,0.0,0.15,0.1,0.1,0.1,0.0015
1404,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.05,0.1,0.25,0.25,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1405,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1406,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.05,0.1,0.375,0.25,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1407,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.1,0.1,0.375,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1408,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.05,0.1,0.25,0.25,0.05,0.1,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1409,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.1,0.1,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1410,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.05,0.1,0.375,0.25,0.05,0.1,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1411,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.1,0.1,0.375,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1412,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.25,0.25,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1413,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1414,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.375,0.25,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1415,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.375,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1416,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.1,0.125,0.25,0.25,0.25,0.05,0.1,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1417,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.25,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1418,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.1,0.125,0.25,0.375,0.25,0.05,0.1,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1419,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.1,0.25,0.25,0.375,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1420,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1421,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1422,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1423,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1424,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1425,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1426,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1427,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1428,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.1,0.05,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1429,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1430,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.1,0.05,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1431,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.1,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1432,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1433,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1434,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1435,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1436,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1437,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1438,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1439,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1440,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.0,0.125,0.25,0.0,0.0,0.125,0.25,0.1,0.1,0.0,0.0,0.125,0.25,0.0015
1441,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.0,0.25,0.25,0.0015
1442,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.0,0.125,0.25,0.0,0.0,0.125,0.25,0.15,0.1,0.0,0.0,0.125,0.25,0.0015
1443,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.15,0.1,0.0,0.0,0.25,0.25,0.0015
1444,1.0,1,0.5,1,1,0.1,0.1,0.125,0.25,0.25,0.25,0.25,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1445,1.0,1,1.0,1,1,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1446,1.5,1,0.5,1,1,0.15,0.1,0.125,0.25,0.375,0.25,0.25,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1447,1.5,1,1.0,1,1,0.15,0.1,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1448,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.1,0.05,0.1,0.0015
1449,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.1,0.0015
1450,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.15,0.1,0.05,0.1,0.0015
1451,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.15,0.1,0.1,0.1,0.0015
1452,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.1,0.125,0.25,0.0015
1453,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.25,0.25,0.0015
1454,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.15,0.1,0.125,0.25,0.0015
1455,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.15,0.1,0.25,0.25,0.0015
1456,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.1,0.05,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1457,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1458,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.1,0.05,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1459,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1460,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.0,0.05,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.1,0.125,0.25,0.0015
1461,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.25,0.25,0.0015
1462,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.0,0.05,0.1,0.0,0.0,0.125,0.25,0.0,0.0,0.15,0.1,0.125,0.25,0.0015
1463,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.15,0.1,0.25,0.25,0.0015
1464,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1465,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1466,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1467,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1468,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.1,0.05,0.1,0.0015
1469,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.1,0.0015
1470,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.15,0.1,0.05,0.1,0.0015
1471,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.15,0.1,0.1,0.1,0.0015
1472,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.1,0.125,0.25,0.0015
1473,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.25,0.25,0.0015
1474,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.15,0.1,0.125,0.25,0.0015
1475,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.15,0.1,0.25,0.25,0.0015
1476,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.0,0.0,0.125,0.25,0.1,0.1,0.1,0.1,0.05,0.1,0.0015
1477,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.0015
1478,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.0,0.0,0.125,0.25,0.15,0.1,0.15,0.1,0.05,0.1,0.0015
1479,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.25,0.25,0.15,0.1,0.15,0.1,0.1,0.1,0.0015
1480,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.1,0.1,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1481,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1482,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.15,0.1,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1483,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.15,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1484,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.1,0.0,0.0,0.1,0.1,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1485,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.0,0.0,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1486,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.1,0.0,0.0,0.15,0.1,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1487,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.1,0.0,0.0,0.15,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1488,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.05,0.1,0.1,0.1,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1489,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1490,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.05,0.1,0.15,0.1,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1491,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.1,0.1,0.15,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1492,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.0,0.125,0.25,0.1,0.1,0.125,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1493,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1494,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.0,0.125,0.25,0.15,0.1,0.125,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1495,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1496,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.0,0.125,0.25,0.1,0.1,0.125,0.25,0.0,0.0,0.1,0.1,0.05,0.1,0.0015
1497,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.1,0.0015
1498,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.0,0.125,0.25,0.15,0.1,0.125,0.25,0.0,0.0,0.15,0.1,0.05,0.1,0.0015
1499,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.0,0.0,0.15,0.1,0.1,0.1,0.0015
1500,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.125,0.25,0.1,0.1,0.125,0.25,0.1,0.1,0.1,0.1,0.05,0.1,0.0015
1501,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.25,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.0015
1502,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.125,0.25,0.15,0.1,0.125,0.25,0.15,0.1,0.15,0.1,0.05,0.1,0.0015
1503,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.15,0.1,0.25,0.25,0.15,0.1,0.15,0.1,0.1,0.1,0.0015
1504,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.1,0.1,0.125,0.25,0.0,0.0,0.25,0.25,0.125,0.25,0.0015
1505,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.0015
1506,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.15,0.1,0.125,0.25,0.0,0.0,0.375,0.25,0.125,0.25,0.0015
1507,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.15,0.1,0.25,0.25,0.0,0.0,0.375,0.25,0.25,0.25,0.0015
1508,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.1,0.1,0.125,0.25,0.0,0.0,0.25,0.25,0.05,0.1,0.0015
1509,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.1,0.1,0.25,0.25,0.0,0.0,0.25,0.25,0.1,0.1,0.0015
1510,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.15,0.1,0.125,0.25,0.0,0.0,0.375,0.25,0.05,0.1,0.0015
1511,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.15,0.1,0.25,0.25,0.0,0.0,0.375,0.25,0.1,0.1,0.0015
1512,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.1,0.0,0.0,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1513,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1514,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.1,0.0,0.0,0.375,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1515,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.1,0.0,0.0,0.375,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1516,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.05,0.1,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1517,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.1,0.1,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1518,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.05,0.1,0.375,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1519,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.1,0.1,0.375,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1520,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1521,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1522,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.375,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1523,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.375,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1524,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.125,0.25,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1525,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1526,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.125,0.25,0.375,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1527,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.375,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1528,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.125,0.25,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1529,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1530,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.125,0.25,0.375,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1531,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.25,0.375,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1532,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1533,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1534,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.375,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1535,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.375,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1536,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.125,0.25,0.25,0.25,0.125,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1537,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1538,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.125,0.25,0.375,0.25,0.125,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1539,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1540,1.0,1,0.5,1,1,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1541,1.0,1,1.0,1,1,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1542,1.5,1,0.5,1,1,0.0,0.0,0.0,0.0,0.375,0.25,0.25,0.125,0.25,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1543,1.5,1,1.0,1,1,0.0,0.0,0.0,0.0,0.375,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
