,L_ANT,R_ANT,L_AG,R_AG,SL_ACT,HG_L,HG_R,SL,GGM_L,GGM_R,STY_L,STY_R,TRANS_L,TRANS_R,IL_L,IL_R,VERT_L,VERT_R,GGP_L,GGP_R,GGA_L,GGA_R,MH_L,MH_R
1550,1.2,1,1.0,1,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.25,0.25,0.12,0.1,0.25,0.25
1551,1.2,1,1.0,1,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.25,0.25,0.12,0.1,0.25,0.25
1552,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
1553,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
1554,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
1555,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
1556,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
1557,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
1558,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
1559,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
1560,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.25,0.2,0.25,0.1,0.1,0.2,0.25
1561,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.25,0.2,0.25,0.1,0.1,0.2,0.25
1562,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.1,0.1,0.25,0.25
1563,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.1,0.1,0.25,0.25
1564,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.2,0.25,0.12,0.1,0.2,0.25
1565,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.2,0.25,0.12,0.1,0.2,0.25
1566,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.25,0.25,0.25,0.25,0.12,0.1,0.25,0.25
1567,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.25,0.25,0.25,0.25,0.12,0.1,0.25,0.25
1568,1.0,1,0.8,1,0.8,0.0,0.0,0.08,0.08,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.25,0.1,0.1,0.2,0.25
1569,1.0,1,0.8,1,1.0,0.0,0.0,0.1,0.08,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.25,0.1,0.1,0.2,0.25
1570,1.0,1,1.0,1,0.8,0.0,0.0,0.08,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25
1571,1.0,1,1.0,1,1.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25
1572,1.2,1,0.8,1,0.8,0.0,0.0,0.08,0.08,0.1,0.12,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.2,0.25,0.12,0.1,0.2,0.25
1573,1.2,1,0.8,1,1.0,0.0,0.0,0.1,0.08,0.1,0.12,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.2,0.25,0.12,0.1,0.2,0.25
1574,1.2,1,1.0,1,0.8,0.0,0.0,0.08,0.1,0.1,0.12,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.25,0.25,0.12,0.1,0.25,0.25
1575,1.2,1,1.0,1,1.0,0.0,0.0,0.1,0.1,0.1,0.12,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.25,0.25,0.12,0.1,0.25,0.25
1576,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
1577,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
1578,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
1579,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
1580,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.12,0.1,0.12,0.1,0.12,0.1,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
1581,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.12,0.1,0.12,0.1,0.12,0.1,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
1582,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.12,0.1,0.12,0.1,0.12,0.1,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
1583,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.12,0.1,0.12,0.1,0.12,0.1,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
1584,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.2,0.25,0.2,0.25,0.1,0.1,0.2,0.25
1585,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.2,0.25,0.2,0.25,0.1,0.1,0.2,0.25
1586,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.1,0.25,0.25
1587,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.1,0.25,0.25
1588,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.12,0.1,0.12,0.1,0.0,0.0,0.2,0.25,0.2,0.25,0.12,0.1,0.2,0.25
1589,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.12,0.1,0.12,0.1,0.0,0.0,0.2,0.25,0.2,0.25,0.12,0.1,0.2,0.25
1590,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.12,0.1,0.12,0.1,0.0,0.0,0.25,0.25,0.25,0.25,0.12,0.1,0.25,0.25
1591,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.12,0.1,0.12,0.1,0.0,0.0,0.25,0.25,0.25,0.25,0.12,0.1,0.25,0.25
1592,1.0,1,0.8,1,0.8,0.0,0.0,0.08,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.25,0.25,0.0,0.0
1593,1.0,1,0.8,1,1.0,0.0,0.0,0.1,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.25,0.25,0.0,0.0
1594,1.0,1,1.0,1,0.8,0.0,0.0,0.08,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0
1595,1.0,1,1.0,1,1.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0
1596,1.2,1,0.8,1,0.8,0.0,0.0,0.08,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.3,0.25,0.0,0.0
1597,1.2,1,0.8,1,1.0,0.0,0.0,0.1,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.3,0.25,0.0,0.0
1598,1.2,1,1.0,1,0.8,0.0,0.0,0.08,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.3,0.25,0.0,0.0
1599,1.2,1,1.0,1,1.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.3,0.25,0.0,0.0
1600,1.0,1,0.8,1,0.8,0.0,0.0,0.08,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.25,0.25,0.08,0.1
1601,1.0,1,0.8,1,1.0,0.0,0.0,0.1,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.25,0.25,0.08,0.1
1602,1.0,1,1.0,1,0.8,0.0,0.0,0.08,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.1,0.1
1603,1.0,1,1.0,1,1.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.1,0.1
1604,1.2,1,0.8,1,0.8,0.0,0.0,0.08,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.3,0.25,0.08,0.1
1605,1.2,1,0.8,1,1.0,0.0,0.0,0.1,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.3,0.25,0.08,0.1
1606,1.2,1,1.0,1,0.8,0.0,0.0,0.08,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.3,0.25,0.1,0.1
1607,1.2,1,1.0,1,1.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.3,0.25,0.1,0.1
1608,1.0,1,0.8,1,0.8,0.0,0.0,0.08,0.08,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.25,0.2,0.25,0.25,0.25,0.08,0.1
1609,1.0,1,0.8,1,1.0,0.0,0.0,0.1,0.08,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.25,0.2,0.25,0.25,0.25,0.08,0.1
1610,1.0,1,1.0,1,0.8,0.0,0.0,0.08,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.25,0.1,0.1
1611,1.0,1,1.0,1,1.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.25,0.1,0.1
1612,1.2,1,0.8,1,0.8,0.0,0.0,0.08,0.08,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.2,0.25,0.3,0.25,0.08,0.1
1613,1.2,1,0.8,1,1.0,0.0,0.0,0.1,0.08,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.2,0.25,0.3,0.25,0.08,0.1
1614,1.2,1,1.0,1,0.8,0.0,0.0,0.08,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.25,0.25,0.25,0.25,0.3,0.25,0.1,0.1
1615,1.2,1,1.0,1,1.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.25,0.25,0.25,0.25,0.3,0.25,0.1,0.1
1616,1.0,1,0.8,1,0.8,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.2,0.25,0.25,0.25,0.2,0.25
1617,1.0,1,0.8,1,1.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.2,0.25,0.25,0.25,0.2,0.25
1618,1.0,1,1.0,1,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25
1619,1.0,1,1.0,1,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25
1620,1.2,1,0.8,1,0.8,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.2,0.25,0.3,0.25,0.2,0.25
1621,1.2,1,0.8,1,1.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.2,0.25,0.3,0.25,0.2,0.25
1622,1.2,1,1.0,1,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.25,0.25,0.3,0.25,0.25,0.25
1623,1.2,1,1.0,1,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.25,0.25,0.3,0.25,0.25,0.25
1624,1.0,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
1625,1.0,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
1626,1.0,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
1627,1.0,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
1628,1.2,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
1629,1.2,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
1630,1.2,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
1631,1.2,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
1632,1.0,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.08,0.1,0.2,0.25,0.0,0.0,0.0,0.0
1633,1.0,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.08,0.1,0.2,0.25,0.0,0.0,0.0,0.0
1634,1.0,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0
1635,1.0,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0
1636,1.2,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.08,0.1,0.2,0.25,0.0,0.0,0.0,0.0
1637,1.2,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.08,0.1,0.2,0.25,0.0,0.0,0.0,0.0
1638,1.2,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0
1639,1.2,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0
1640,1.0,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.25,0.2,0.25,0.0,0.0,0.0,0.0
1641,1.0,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.25,0.2,0.25,0.0,0.0,0.0,0.0
1642,1.0,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
1643,1.0,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
1644,1.2,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.2,0.25,0.2,0.25,0.0,0.0,0.0,0.0
1645,1.2,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.2,0.25,0.2,0.25,0.0,0.0,0.0,0.0
1646,1.2,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
1647,1.2,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
1648,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.2,0.25,0.0,0.0,0.2,0.25
1649,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.2,0.25,0.0,0.0,0.2,0.25
1650,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
1651,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
1652,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.2,0.25,0.0,0.0,0.2,0.25
1653,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.2,0.25,0.0,0.0,0.2,0.25
1654,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
1655,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
1656,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.08,0.1,0.2,0.25,0.0,0.0,0.2,0.25
1657,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.08,0.1,0.2,0.25,0.0,0.0,0.2,0.25
1658,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.25,0.25
1659,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.25,0.25
1660,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.08,0.1,0.2,0.25,0.0,0.0,0.2,0.25
1661,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.08,0.1,0.2,0.25,0.0,0.0,0.2,0.25
1662,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.25,0.25
1663,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.25,0.25
1664,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.2,0.25
1665,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.2,0.25
1666,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25
1667,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25
1668,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.2,0.25
1669,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.2,0.25
1670,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25
1671,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25
1672,1.0,1,0.8,1,0.8,0.1,0.1,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.2,0.25
1673,1.0,1,0.8,1,1.0,0.1,0.1,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.2,0.25
1674,1.0,1,1.0,1,0.8,0.1,0.1,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25
1675,1.0,1,1.0,1,1.0,0.1,0.1,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25
1676,1.2,1,0.8,1,0.8,0.12,0.1,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.2,0.25
1677,1.2,1,0.8,1,1.0,0.12,0.1,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.2,0.25
1678,1.2,1,1.0,1,0.8,0.12,0.1,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25
1679,1.2,1,1.0,1,1.0,0.12,0.1,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.25
1680,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
1681,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
1682,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
1683,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
1684,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
1685,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
1686,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
1687,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
1688,1.0,1,0.8,1,0.8,0.0,0.0,0.0,0.2,0.25,0.1,0.1,0.0,0.0,0.25,0.25,0.08,0.1,0.2,0.25,0.0,0.0,0.08,0.1
1689,1.0,1,0.8,1,1.0,0.0,0.0,0.0,0.2,0.25,0.1,0.1,0.0,0.0,0.25,0.25,0.08,0.1,0.2,0.25,0.0,0.0,0.08,0.1
1690,1.0,1,1.0,1,0.8,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.0,0.0,0.1,0.1
1691,1.0,1,1.0,1,1.0,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.0,0.0,0.1,0.1
1692,1.2,1,0.8,1,0.8,0.0,0.0,0.0,0.2,0.25,0.12,0.1,0.0,0.0,0.3,0.25,0.08,0.1,0.2,0.25,0.0,0.0,0.08,0.1
1693,1.2,1,0.8,1,1.0,0.0,0.0,0.0,0.2,0.25,0.12,0.1,0.0,0.0,0.3,0.25,0.08,0.1,0.2,0.25,0.0,0.0,0.08,0.1
1694,1.2,1,1.0,1,0.8,0.0,0.0,0.0,0.25,0.25,0.12,0.1,0.0,0.0,0.3,0.25,0.1,0.1,0.25,0.25,0.0,0.0,0.1,0.1
