5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.2,0.25
12,0.0,0.0,0.2,0.08,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.08,0.1,0.0,0.0,0.08,0.1
19,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25
26,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
33,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.08,0.1,0.08,0.1,0.0,0.0,0.08,0.1
40,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.25,0.08,0.1,0.0,0.0,0.08,0.1
47,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.25,0.25,0.1,0.1,0.0,0.0,0.1,0.1
54,0.0,0.0,0.08,0.25,0.25,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25
61,0.0,0.0,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.08,0.1,0.12,0.1,0.2,0.25
68,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.08,0.1,0.3,0.25,0.2,0.25
76,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
83,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0
90,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1
97,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.08,0.1
104,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.2,0.25
111,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
118,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.1,0.1,0.25,0.25,0.0,0.0,0.25,0.25
125,0.0,0.0,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.0,0.0,0.08,0.1
132,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.2,0.25,0.12,0.1,0.0,0.0
139,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25
145,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
152,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.2,0.25,0.1,0.1,0.08,0.1
160,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.08,0.1,0.2,0.25,0.1,0.1,0.08,0.1
167,0.0,0.0,0.25,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.1,0.25,0.25,0.12,0.1,0.1,0.1
174,0.0,0.0,0.2,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.12,0.1,0.1,0.1
181,0.0,0.0,0.25,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.12,0.1,0.2,0.25
189,0.0,0.0,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
216,0.0,0.0,0.2,0.08,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
223,0.0,0.0,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
